label,discription
normal,This is the latest and the most popular book of 2020. You will find everything written in a simple and easy way.
normal,We just only have science and fiction books and languages books.287. Rs 430 Sir. I have given you 5% discount.
normal,Thanks. Here is your payment.
normal,Well
normal,And what may be the matter with you? You are looking much pulled down.
normal,I am very ill. I often suffer from a headache. Sometimes I feel that my heart is sinking.
normal,Let me feel your pulse and see your tongue. I find nothing wrong with you. Only your tongue is a bit dirty.
normal,Why? I often suffer from insomnia. My eyesight is also beginning to fail.
normal,I see - Then you must have some bad habits. You seem to lead a sedentary life. Is it a fact?
normal,No sir
normal,There you are. Smoking is very dangerous. It is the cause of your indigestion which your dirty tongue indicates. Rich food will do you no good unless you take exercise regularly.
normal,You suggest no medicine then?
normal,Should I come again to give you the report?
normal,Sure. I hope your complaints will have gone till then.
normal,Goodbye.
normal,Hello! Actually
normal,Is this the same mobile number on which you are facing network issues?
normal,Could you please confirm me your mobile number?
normal,Yes sure.
normal,Your number is 98*****432?
normal,Yes sir
normal,Sir
normal,I am using a Samsung phone.
normal,I would like to tell you
normal,Could you please guide me?
normal,Sure sir
normal,What will I have to do to get a 4G SIM for the same number?
normal,Please visit your nearest store. They will provide you the 4G sim for the same.
normal,Sir
normal,No
normal,Thank you for calling. Have a great day ahead.
normal,Hello! Actually my phone is acting up since yesterday morning.
normal,May I know which handset you are using?
normal,Apple iPhone 6s plus.
normal,Could you please tell me the problems you are facing currently.
normal,I am facing battery and software issues.
normal,Can I have a look at your phone?
normal,Please give me 10 minutes meanwhile have a seat and have coffee.325. Yeah sure.
normal,I have figured out the problem with your phone. There is a malware in your phone that is apparently responsible for software glitches. Is your phone under warranty?
normal,Yes
normal,Yes definitely. But for that I have to factory reset your phone.
normal,All my data will be deleted?
normal,No Sir
normal,Actually I haven’t done that. Could you please guide me how to take back up the phone data?
normal,Yeah sure. You just need to create an ID on iCloud or you can use your existing Apple ID as well.
normal,Thank you so much. I need 10 to 15 minutes to do that.
normal,Done. How long will it take to fix all the bugs?
normal,It will take at least an hour. Kindly show me your bill.
normal,Sure this is my bill and I will just complete the rest of my work and I will come after an hour to collect my handset.
normal,Sure sir just collect your token number from the counter.
normal,Good. I want to build a computer that is capable of streaming. What would be the price for thisprocessor?
normal,Yes
normal,Hi
normal,Sir
normal,Okay
normal,Sir
normal,Sir
normal,That sounds good. But what is the final price for this?
normal,Sir
normal,A small discount would make the deal a little better. Can you do INR 27
normal,Sir
normal,Okay
normal,Hmm
normal,Excellent. Please pack that product. And I was also looking to buy a motherboard for my CPU. Do you have any suggestions? I heard that the Intel z490 motherboard is a good choice.
normal,Oh
normal,This motherboard costs INR 17
normal,That sounds wonderful.
normal,Would you want any other component
normal,No that’s enough. I’ll take those two for now. 
normal,Thank you
normal,I will pay with my debit card.
normal,Thank you for your purchase
normal,Thank you. I will. You too have a good day.362. I am also fine. Can we please proceed to the interview?
normal,Sure
normal,Sir
normal,It’s all right.
normal,Sir
normal,To speak the truth
normal,Anything else
normal,Our good academic environment has also helped us a lot to do this result. We have a very good relationship between our teachers and guardians. It has also contributed much to this result.
normal,It’s very good
normal,You may say so. Our managing committee keeps a watchful eye on our academic progress. Our teachers always try to identify the weakness in various subjects of our students and take necessary steps to overcome it.
normal,That’s very appreciable. We hope your college will continue doing such glorious result in future. Thank you for giving me some of your valuable time
normal,I would like to know about the incident of the 15th of March?
normal,I was passing by the Jayanta hospital and I saw few people fighting with each other.
normal,Then what did you do after that?
normal,I stood there for a while and then I decided to move ahead.
normal,Then what happened next?378. Then all of the sudden I heard a sound of a bullet.
normal,Did you see who fired the bullet?
normal,Not really
normal,Could you please share that man’s rough look with us?
normal,Yeah sure! That man was wearing a red shirt with a black cap.
normal,Did you see his face?
normal,No
normal,Did you inform the cops?
normal,Yes. I went to the local police station. They wrote the FIR (First Information Report).
normal,Thank you so much for sharing this information with us.
normal,So when are we going to see you on the big screen next.
normal,Soon. I have signed a movie.
normal,When is the releasing date of that movie?
normal,It will get released in December.
normal,Your fans have been eagerly waiting for your movie for quite some time long.
normal,I really want to thank all my fans for their support.
normal,We will definitely pass on your message to your fans. Could you please tell me something about your upcoming movie?
normal,It’s an action plus romantic movie. I am the main protagonist who portrays a role of an honest police officer who eventually gets trapped by some venal politicians.
normal,Wow that’s interesting.397. Hahaha. Let’s see how everything pans out.
normal,And who is the lead actress of this movie? We would also like to know about her.
normal,Kanika is the lead actress. She is playing a role of a politician’s daughter. Ahh that’s enough of the information about the movie I guess. Let’s keep something for the trailer as well.
normal,Yes
normal,Your Internet Explorer browser and computer may be compromised by security threats. Call 844-335-2291 now for IMMEDIATE assistance.
normal,Pls pls find out from aunt nike.
normal,Wow ... I love you sooo much
normal,No screaming means shouting..
normal,Hey what happen de. Are you alright.
normal,Should I have picked up a receipt or something earlier
normal,I think chennai well settled?
normal,Oh dang! I didn't mean o send that to you! Lol!
normal,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
normal,Horrible bf... I now v hungry...
normal,Remember on that day..
fraud,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now.
normal,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
normal,All sounds good. Fingers . Makes it difficult to type
normal,Midnight at the earliest
normal,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?
normal,K come to nordstrom when you're done
normal,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp
normal,Now press conference da:)
fraud,Hello from Orange. For 1 month's free access to games
normal,After completed degree. There is no use in joining finance.
normal,Good afternoon
normal,Shant disturb u anymore... Jia you...
normal,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
normal,Me
normal,Dude sux for snake. He got old and raiden got buff
normal,He says hi and to get your ass back to south tampa (preferably at a kegger)
normal,In e msg jus now. U said thanks for gift.
normal,U too...
normal,Ok how you dear. Did you call chechi
normal,Yeah we do totes. When u wanna?
normal,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
normal,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
normal,Wat r u doing?
normal,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
normal,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but"
normal,Just got some gas money
normal,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
normal,Dude just saw a parked car with its sunroof popped up. Sux
normal,Get ready to put on your excellent sub face :)
normal,Tmrw. Im finishing 9 doors
normal,The  &lt
normal,I am late. I will be there at
normal,whatever
normal,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
normal,I dont have that much image in class.
normal,No:-)i got rumour that you going to buy apartment in chennai:-)
normal,Near kalainar tv office.thenampet
normal,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
normal,Sounds gd... Haha... Can... Wah
normal,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
normal,Remember all those whom i hurt during days of satanic imposter in me.need to pay a price
normal,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt
normal,Why is that
normal,I shall book chez jules for half eight
normal,Hhahhaahahah rofl wtf nig was leonardo in your room or something
normal,Yep
normal,It's cool
normal,Sorry
normal,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt
normal,There are no other charges after transfer charges and you can withdraw anyhow you like
normal,Dont search love
normal,At 4. Let's go to bill millers
normal,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
normal,Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den
normal,That's my honeymoon outfit. :)
normal,Will it help if we propose going back again tomorrow
normal,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
normal,Pls confirm the time to collect the cheque.
fraud,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
normal,Daddy will take good care of you :)
normal,Yeah probably
normal,K.then any other special?
normal,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
normal,Ok pa. Nothing problem:-)
normal,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
normal,God picked up a flower and dippeditinaDEW
normal,When you came to hostel.
normal,Ok no prob... I'll come after lunch then...
normal,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
normal,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
normal,You all ready for * big day tomorrow?
normal,I'll probably be around mu a lot
normal,Thnx dude. u guys out 2nite?
normal,Me sef dey laugh you. Meanwhile how's my darling anjie!
normal,Mm i had my food da from out
normal,K
normal,Did u download the fring app?
normal,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt
normal,Friends that u can stay on fb chat with
normal,Fuck babe
normal,Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But
normal,Ah
normal,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
normal,Dear how you. Are you ok?
fraud,You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim
normal,Yes princess! I want to make you happy...
normal,Sounds like you have many talents! would you like to go on a dinner date next week?
normal,I am going to film 2day da. At 6pm. Sorry da.
normal,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
normal,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
normal,Yesterday its with me only . Now am going home.
normal,You have come into my life and brought the sun ..Shiny down on me
normal,No shit
normal,Great comedy..cant stop laughing da:)
normal,Alright
normal,Hi 
normal,Sleeping nt feeling well
normal,U WILL SWITCH YOUR FONE ON DAMMIT!!
normal,India have to take lead:)
normal,I.ll post her out l8r. In class
normal,Thts wat Wright Brother did to fly..
normal,Evening * v good if somewhat event laden. Will fill you in
normal,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp
normal,ITS A LAPTOP TAKE IT WITH YOU.
normal,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
normal,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
normal,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
normal,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
normal,At 7 we will go ok na.
normal,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
normal,S:-)if we have one good partnership going we will take lead:)
normal,Yeah
normal,No just send to you. Bec you in temple na.
normal,You aren't coming home between class
fraud,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
normal,S but mostly not like that.
normal,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
normal,Guess who spent all last night phasing in and out of the fourth dimension
normal,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
normal,Yes..but they said its IT.
normal,"Very hurting n meaningful lines ever: ""I compromised everything for my love"
normal,Lmao!nice 1
normal,Glad to see your reply.
normal,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But"
normal,Yeah
normal,Lol where do u come up with these ideas?
normal,So many people seems to be special at first sight
normal,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
normal,Okay... We wait ah
normal,Y lei?
normal,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
normal,Already am squatting is the new way of walking
normal,Do you want bold 2 or bb torch
normal,Cramps stopped. Going back to sleep
fraud,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
fraud,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
normal,Nan sonathaya soladha. Why boss?
normal,Bring tat cd don forget
fraud,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
normal,I don't know but I'm raping dudes at poker
normal,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
normal,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
normal,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
normal,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
normal,Sorry man
normal,Hai priya are you right. What doctor said pa. Where are you.
fraud,Free msg. Sorry
normal,Ok...
normal,Please ask mummy to call father
normal,Can come my room but cannot come my house cos my house still messy... Haha...
normal,I have lost 10 kilos as of today!
normal,Just taste fish curry :-P
normal,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp
normal,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
normal,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
normal,Was doing my test earlier. I appreciate you. Will call you tomorrow.
normal,How's my loverboy doing ? What does he do that keeps him from coming to his Queen
normal,U meet other fren dun wan meet me ah... Muz b a guy rite...
normal,(No promises on when though
normal,I got your back! Do you have any dislikes in bed?
normal,o turns out i had stereo love on mi phone under the unknown album.
fraud,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
normal,Yeah I don't see why not
normal,Asking do u knw them or nt? May be ur frnds or classmates?
normal,Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life
fraud,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
normal,As in missionary hook up
normal,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
normal,Fighting with the world is easy
normal,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
normal,Thought praps you meant another one. Goodo! I'll look tomorrow 
normal,Hi Jon
normal,There bold 2  &lt
normal,You know there is. I shall speak to you in  &lt
normal,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
normal,I went to project centre
normal,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
normal,Lol yeah at this point I guess not
normal,Doing project w frens lor. 
normal,Lol. Well quality aint bad at all so i aint complaining
normal,K
fraud,Hi
normal,I think we're going to finn's now
normal,Why tired what special there you had
normal,I will come tomorrow di
normal,I cant pick the phone right now. Pls send a message
normal,K go and sleep well. Take rest:-).
normal,U guys never invite me anywhere :(
normal,I can do that! I want to please you both inside and outside the bedroom...
normal,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
normal,I love to wine and dine my lady!
fraud,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
normal,Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk
normal,I don know account details..i will ask my mom and send you.my mom is out of reach now.
normal,I think u have the wrong number.
normal,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp
normal,DO NOT B LATE LOVE MUM
normal,Got it..mail panren paru..
normal,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
normal,Give one miss from that number please
normal,Jus came back fr lunch wif my sis only. U leh?
normal,How is your schedule next week? I am out of town this weekend.
normal,Really good:)dhanush rocks once again:)
normal,Lmao ok I wont be needing u to do my hair anymore.
normal,Miss ya
normal,Sorry i'm not free...
normal,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
normal,Nt yet chikku..simple habba..hw abt u?
normal,Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here
normal,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
normal,Joy's father is John. Then John is the NAME of Joy's father. Mandan
normal,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50..
normal,K
normal,How. Its a little difficult but its a simple way to enter this place
normal,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
normal,Dont show yourself. How far. Put new pictures up on facebook.
normal,Watching tv now. I got new job :)
normal,Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always
normal,I'm not coming over
normal,Its ok chikku
normal,Did u see what I posted on your Facebook?
normal,My uncles in Atlanta. Wish you guys a great semester.
normal,No dear i do have free messages without any recharge. Hi hi hi
normal,Dont search love
normal,I dun believe u. I thk u told him.
normal,Do you know why god created gap between your fingers..? So that
normal,Yes:)sura in sun tv.:)lol.
normal,Arun can u transfr me d amt
normal,Takin a shower now but yeah I'll leave when I'm done
normal,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
normal,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
fraud,WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon
normal,You bad girl. I can still remember them
normal,How much i gave to you. Morning.
normal,I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back
normal,Hey
normal,Can i get your opinion on something first?
normal,That one week leave i put know that time. Why.
normal,If we hit it off
normal,excellent. I spent  &lt
normal,I wanna watch that movie
normal,Ok lor thanx... Ü in school?
normal,I'm in class. Did you get my text.
normal,The bus leaves at  &lt
normal,God bless.get good sleep my dear...i will pray!
fraud,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
normal,Do have a nice day today. I love you so dearly.
normal,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
normal,Aight
normal,Now
normal,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
normal,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
normal,Yes we are chatting too.
normal,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
normal,Sian... Aft meeting supervisor got work 2 do liao... U working now?
normal,Are you going to write ccna exam this week??
normal,Well i will watch shrek in 3D!!B)
normal,Am i that much dirty fellow?
normal,Dunno dat's wat he told me. Ok lor...
normal,I'll probably be by tomorrow (or even later tonight if something's going on)
normal,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
normal,If you're thinking of lifting me one then no.
normal,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
normal,Sent me ur email id soon
normal,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
normal,Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people
normal,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
normal,May i call You later Pls
fraud,Hottest pics straight to your phone!! See me getting Wet and Wanting
normal,That's the way you should stay oh.
normal,Hello- thanx for taking that call. I got a job! Starts on monday!
normal,What time is ur flight tmr?
normal,When should I come over?
normal,I have a rather prominent bite mark on my right cheek
normal,* Will be september by then!
normal,Are you wet right now?
normal,And how's your husband.
normal,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
normal,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
normal,I am in your office na.
normal,Are you comingdown later?
normal,Super da:)good replacement for murali
normal,Da is good good player.why he is unsold.
normal,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
normal,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
fraud,FREE NOKIA Or Motorola with upto 12mths 1/2price linerental
normal,I dont want to hear philosophy. Just say what happen
normal,You got job in wipro:)you will get every thing in life in 2 or 3 years.
normal,Then cant get da laptop? My matric card wif ü lei... 
normal,Dunno da next show aft 6 is 850. Toa payoh got 650.
fraud,This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy
normal,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
normal,They did't play one day last year know even though they have very good team.. Like india.
normal,K.:)you are the only girl waiting in reception ah?
normal,Say this slowly.? GOD
normal,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
normal,Sir
normal,What's up. Do you want me to come online?
normal,It could work
normal,Aiyah then i wait lor. Then u entertain me. Hee...
normal,The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh
normal,I'll let you know when it kicks in
normal,You call him now ok i said call him
normal,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
normal,Or ü go buy wif him then i meet ü later can?
normal,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
normal,Today my system sh get ready.all is well and i am also in the deep well
normal,Mom wants to know where you at
normal,Aight
normal,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
normal,Oh ok i didnt know what you meant. Yep i am baby jontin
fraud,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
fraud,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
normal,Watching tv now. I got new job :)
normal,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
normal,I AM AT A PARTY WITH ALEX NICHOLS
fraud,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
normal,Just seeing your missed call my dear brother. Do have a gr8 day.
normal,Ok.. Ü finishing soon?
normal,Sorry
normal,Come to me
normal,I love your ass! Do you enjoy doggy style? :)
normal,I think asking for a gym is the excuse for lazy people. I jog.
fraud,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
fraud,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
normal,No. On the way home. So if not for the long dry spell the season would have been over
normal,I gotta collect da car at 6 lei.
normal,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
normal,Probably earlier than that if the station's where I think it is
fraud,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
normal,Good Morning plz call me sir
fraud,FreeMsg Hey U
normal,Uh
normal,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
normal,Aight
normal,Wat would u like 4 ur birthday?
normal,I love working from home :)
normal,And miss vday the parachute and double coins??? U must not know me very well...
normal,Sorry
normal,My sister got placed in birla soft da:-)
fraud,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
normal,Wah... Okie okie... Muz make use of e unlimited... Haha... 
normal,There're some people by mu
normal,And stop being an old man. You get to build snowman snow angels and snowball fights.
normal,ELLO BABE U OK?
normal,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
normal,Then u going ikea str aft dat?
normal,Becoz its  &lt
normal,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
normal,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
normal,You want to go? 
normal,Its not that time of the month nor mid of the time?
normal,Fffff. Can you text kadeem or are you too far gone
normal,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
normal,Is fujitsu s series lifebook good?
normal,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
normal,Dont know you bring some food
normal,No current and food here. I am alone also
normal,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
normal,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
normal,Ok
normal,We don call like  &lt
normal,Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv 
normal,Omg it could snow here tonite!
normal,Carry on not disturbing both of you
normal,What pa tell me.. I went to bath:-)
normal,Jus finished avatar nigro
normal,R u over scratching it?
normal,Hope you are having a great day.
normal,Did either of you have any idea's? Do you know of anyplaces doing something?
normal,"My planning usually stops at ""find hella weed"
normal,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do"
normal,Excellent! Are you ready to moan and scream in ecstasy?
fraud,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
normal,K...k:)why cant you come here and search job:)
normal,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
normal,Yeah
normal,Can ü call me at 10:10 to make sure dat i've woken up...
normal,Hey we can go jazz power yoga hip hop kb and yogasana 
normal,The battery is for mr adewale my uncle. Aka Egbon
normal,I cant pick the phone right now. Pls send a message
normal,Wait 2 min..stand at bus stop
normal,Oh ic. I thought you meant mary jane.
normal,Haha... Really oh no... How? Then will they deduct your lesson tmr?
normal,Nah im goin 2 the wrks with j wot bout u?
normal,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
normal,Good night. Am going to sleep.
normal,Aight I'll grab something to eat too
normal,K...k:)why cant you come here and search job:)
normal,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
normal,Lol ... Oh no babe
normal,Howz that persons story
normal,LOL that would be awesome payback.
normal,Yes :)it completely in out of form:)clark also utter waste.
normal,Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp
normal,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
normal,What's a feathery bowa? Is that something guys have that I don't know about?
normal,Even i cant close my eyes you are in me our vava playing umma :-D
normal,2 laptop... I noe infra but too slow lar... I wan fast one
fraud,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
normal,Nvm it's ok...
normal,Enjoy ur life. . Good night
normal,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
normal,I had askd u a question some hours before. Its answer
normal,Thats cool. Where should i cum? On you or in you? :)
normal,Delhi and chennai still silent.
normal,Lol alright i was thinkin that too haha
normal,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
normal,Shhhhh nobody is supposed to know!
normal,Sorry
normal,Sorry
normal,Hey i will be late... i'm at amk. Need to drink tea or coffee
normal,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
normal,S..antha num corrct dane
normal,No calls..messages..missed calls
normal,Sorry
normal,The basket's gettin full so I might be by tonight
