mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,zcr,rms,centroid,bandwidth,label
-305.1692,83.45589,-26.304861,4.313826,-29.07815,-7.2838435,-15.837748,-18.84733,-7.388152,-15.87679,-4.088378,-9.808389,0.8459667,-9.020249,-4.5141582,-3.3723047,-7.7253785,-3.6268456,-6.170811,-3.863898,0.14785215978593272,0.039203852,1820.0768155953854,1486.8843282317534,0
-268.08102,68.80621,-14.014285,19.286327,-13.069011,-11.73531,-8.567476,-9.477973,-3.9167354,-12.531193,-9.890511,-12.445178,-5.9154887,-6.761657,-11.382659,-1.34832,-8.848638,-3.8765006,-1.5572139,-5.513084,0.15979684063416422,0.055539686,2031.875648988856,1668.822537993749,0
-297.9672,65.5294,-13.278129,22.089405,-14.488086,-12.4876995,-14.887557,-5.400913,-12.792455,-12.535322,-5.923639,-11.56701,-0.90994585,-1.5457649,-3.4330847,-3.5680587,-3.6618702,-3.6893032,-1.9395255,-4.3005686,0.15948109567901234,0.042380422,2048.898331143526,1680.9788214018365,0
-256.57358,79.14473,-8.942255,16.435421,-15.278063,-4.1500554,-18.593071,-3.1733947,-6.795678,-13.8194895,-3.4885454,-7.1406593,2.7802458,-11.400501,-8.45567,-5.5708823,-6.7943363,-10.05569,-3.6576197,-4.944123,0.1482732041077044,0.059259284,1928.6823086938828,1568.9846264285036,0
-310.7681,67.2676,-11.692835,9.028483,-21.47636,-6.2369323,-20.675037,-13.874332,-8.368603,-4.9158497,-13.149416,-7.184105,-6.01892,-5.030417,-5.9156194,-2.8508885,-8.749481,-6.664743,-3.1058207,-4.480597,0.18497260711477986,0.033335403,2145.930240511767,1623.4698119486006,0
-322.38315,66.941765,-4.883864,22.341393,-20.070177,-8.305244,-18.223207,-12.499173,-14.640238,-9.384056,-9.212837,-6.347777,-7.893502,-5.413818,-11.273578,-3.1966257,-5.986275,-5.0883703,-1.6945133,-5.4094944,0.1500282458660314,0.040066004,1996.7630127149316,1686.7506349131704,0
-285.24124,98.71223,-15.990489,36.06269,-1.1250015,-4.6923933,-10.44225,-13.428423,4.1348104,-10.365103,-11.261111,4.157477,-10.105211,-2.6368768,0.18045683,-5.7070317,-5.636033,-3.940462,-4.4075365,-4.164027,0.12049560546875,0.035594203,1685.7181024876822,1513.480191309602,0
-279.9331,70.29611,2.990882,14.16105,-4.404537,-0.43441388,-16.019358,-8.845532,-2.6130471,-6.4592104,1.0394669,-6.667872,-6.039089,4.3908224,-4.6329126,-4.995944,-1.7634525,-0.18855165,-5.1475935,-2.3602078,0.18467331977739726,0.03668635,2199.3911445939316,1740.5811218647582,0
-270.9466,77.80563,-6.845025,22.665855,-1.2717322,-7.668263,-17.393532,-10.366212,-2.0066617,-13.95348,-0.634601,-5.6015487,-7.886286,1.1922225,-5.5091615,-6.4990845,-0.85128456,-2.536907,-4.939301,-2.289048,0.138187255859375,0.044662975,1875.989004443538,1659.2568582427484,0
-288.2338,104.760925,-15.556785,34.84239,-3.2520149,-2.1269658,-9.132784,-14.353983,5.5548573,-10.319369,-9.521535,3.2466316,-13.1835165,0.9218211,-1.7350565,-5.6425343,-5.5817847,-3.8364317,-2.4110248,-6.964035,0.11910406918449198,0.033085827,1618.1400867045386,1494.0395427152164,0
-295.89703,76.79026,-11.32737,12.478561,-9.714257,-11.68529,-17.795404,-8.864499,-4.965214,-15.498577,-5.3305154,-13.606739,2.8519368,-6.653876,-5.7731514,0.41921324,-6.873825,-6.6405506,-5.6778355,-7.199705,0.12297268862223756,0.04391364,1773.6127874520082,1678.3940499713065,0
-294.5825,78.71452,-6.0891647,11.426409,-2.864798,-10.288626,-13.903336,-11.1114,-4.1778684,-16.201643,-6.0525074,-10.284778,-3.4189317,-4.560931,-9.977716,2.9952383,-8.700027,-4.9061,-4.2258396,-6.565715,0.13821955780807366,0.04141684,1807.097324706847,1658.79008355371,0
-290.6006,66.42609,-2.590987,12.707585,-10.301379,1.9918983,-14.1724205,-0.968615,-3.5468516,-12.151491,-3.106599,-3.8192682,0.8626384,-4.636284,-4.3644867,-4.1259356,-3.560556,-8.080526,-2.8848245,-2.8655157,0.18764403576696165,0.050932992,2214.8186817624887,1621.848771225667,0
-330.904,83.985435,-15.067854,21.585562,-14.882509,-0.53396916,-8.850622,-18.56635,-11.397103,-12.407871,-3.7612133,-5.415539,-7.880019,0.507087,-7.3279786,-2.4760735,-2.9459784,-4.5553074,-5.1225796,-4.376824,0.1562945197610294,0.0351556,1812.981271351322,1436.8648048510142,0
-333.20505,100.9424,1.4436473,21.313116,-7.324723,-6.0416484,-5.419826,-16.197344,-10.3363695,-3.3870273,-10.223827,-1.0155964,-3.0522947,-1.548625,-1.4342146,-4.62601,-2.1131623,-5.264664,-5.641092,-3.0827794,0.14198611017972104,0.03310534,1683.681997679786,1455.2311648195514,0
-338.93027,74.385796,-24.542562,16.886917,-30.38147,-14.386554,-11.765767,-17.331532,-9.133075,-16.025618,-4.9611993,-10.188604,0.36863565,-7.104262,-4.7753754,-2.872169,-7.6599016,-4.080061,-6.253126,-5.467051,0.14339376100352114,0.033602457,1753.1424031599406,1440.204919966202,0
-315.84106,74.76931,-6.022869,16.677122,-8.089141,-10.505184,-13.973104,-10.718335,-3.3635068,-17.017168,-4.20438,-13.55221,-0.26212534,-4.385166,-7.7375016,1.0397574,-7.245964,-5.9848833,-5.8798337,-7.635975,0.13335807955994897,0.037891787,1808.096988872909,1690.8881051455035,0
-294.88007,89.707664,5.5616803,16.82489,0.11559213,0.8281785,-17.771257,-13.294683,-5.116965,-14.302155,0.27457434,-6.4171495,-8.194217,3.1322992,-5.984214,-4.2864137,-3.3381639,0.44021654,-4.7970934,-2.8108137,0.14468409149930747,0.03347114,1833.752044427562,1646.2517887910105,0
-336.24103,105.411354,-7.973843,12.09292,-11.947341,0.5186683,-6.3690653,-15.642196,-7.014582,-6.0556145,-4.783059,0.39056912,-1.6703439,0.5129372,-1.1277667,-1.6872813,-4.8183613,-4.322273,-5.7926297,-3.1364577,0.15168229166666666,0.030653035,1727.1315007831986,1398.3872807353564,0
-316.50146,78.07415,-3.6687298,9.483492,-21.796434,-1.8947178,-15.706868,-7.98973,-9.286729,-7.363173,-8.497829,-2.9391294,-2.9626944,-8.260873,-4.027136,-5.4837794,-5.761499,-5.1888623,-6.9688168,-5.495638,0.18106121605153203,0.036023542,2000.6833151531355,1637.6126751831862,0
-292.90207,75.92287,-28.886786,11.498556,-23.60761,-11.46632,-16.919327,-4.119086,-7.913111,-9.194321,-8.880526,-8.898697,-3.407462,-7.6576514,-5.5002694,-5.7890706,-4.278475,-4.3013506,-0.31875205,-5.283539,0.15266619988207547,0.039989196,1865.429806073428,1559.055233352017,0
-278.78796,75.20166,-6.143707,18.26952,-12.52641,-1.1376135,-14.559415,-2.1669905,-5.9740663,-11.960536,-3.375475,-8.6194,1.7963461,-8.812862,-6.687781,-4.802429,-4.647597,-7.1453056,-5.118684,-4.053095,0.146495333930798,0.050028823,1907.1087474793799,1578.1089460374742,0
-311.09616,74.86189,-10.525265,8.921715,-11.389182,-8.05911,-11.994898,-12.324798,-0.8221175,-14.506883,-6.1314387,-11.887695,-0.7771543,-4.4858065,-9.209151,-0.28059402,-10.218181,-5.449559,-5.5088577,-6.4436154,0.15270657863664988,0.034100812,1965.6734614187965,1707.3976976519898,0
-280.4044,100.145836,-6.779824,25.575855,-19.782677,-7.0195956,-10.094487,-13.302871,-9.225714,-10.4614105,-4.928368,-5.522933,-5.523368,3.789879,-8.624258,-0.3194468,-7.913992,-4.3670425,-7.4285665,-6.745561,0.14045763315644655,0.042515773,1689.5898569256153,1412.3097040510484,0
-289.14346,78.75725,-12.0235,4.2404346,-8.582174,-9.8058405,-16.936691,-7.913088,-9.430357,-12.416237,-11.291632,-7.5147614,-2.353436,-2.0090055,-10.115334,-2.2230365,-3.595788,-6.934259,-2.941484,-7.3004136,0.1577173286418575,0.040408645,1886.4881318861865,1631.2560216020402,0
-287.6493,71.867386,-4.9143877,23.446999,-7.6576076,-13.739001,-8.69905,-12.143862,-6.232098,-11.994501,-9.543222,-14.8338375,-5.8314443,-5.4672346,-12.50494,-0.88814306,-9.009381,-4.6114793,-2.1187835,-5.3285074,0.1508162313432836,0.043650705,1997.4499668249916,1702.2009187568021,0
-286.2789,88.5219,-8.898517,15.6571245,-14.512885,-1.2074934,-11.664836,-2.7080615,-6.8189406,-14.464253,-2.2628782,-7.402038,2.0345538,-7.422188,-7.500672,-4.7895026,-5.9608064,-10.074902,-5.321724,-3.982399,0.12961627866331096,0.054966025,1717.7267899971635,1523.190683621785,0
-320.85904,99.52279,-10.219505,8.965076,-13.459375,-7.5841384,-15.392694,-9.515091,-9.349744,-11.002719,-5.443518,-11.016348,1.0384566,-2.9838865,-6.3508697,-3.5577323,-3.6068482,-6.503502,-4.639516,-4.3813515,0.14051513671875,0.028926957,1675.087302139121,1547.6092236644301,0
-316.8861,102.35417,-8.300678,26.196507,-9.083639,-0.9079657,-8.963337,-13.4666815,-6.832126,-10.552529,-9.530437,-4.357175,-5.4382715,1.2555665,-2.8821995,-2.5044181,-0.4899889,-2.1132188,-5.604232,-5.560937,0.1394276911855037,0.033020046,1686.2247633278484,1374.7190856983589,0
-338.54718,107.73906,-5.5078855,23.572767,-7.322928,-5.0560155,-3.8765888,-14.472215,-7.712789,-7.5976167,-10.742351,-0.07870095,-3.8767865,-1.1898785,-1.1749563,-2.583313,-3.9457815,-3.4864843,-6.052338,-5.5470843,0.12458038330078125,0.03515912,1540.1226714770225,1409.843437857938,0
-285.67157,89.158,-10.098736,23.856304,-13.734879,-10.0531845,-13.082237,-11.196759,-8.829452,-18.324265,-4.2863274,-12.852038,3.1230507,-4.3587494,-5.030878,-1.8476133,-4.990849,-5.890042,-7.1568646,-5.3385873,0.13864482340720222,0.037767097,1715.2132795114428,1590.9068112224581,0
-288.70197,80.97176,-13.128866,18.113953,-7.8816466,-11.659532,-13.55288,-14.192179,-4.7673674,-18.856985,-2.5386503,-14.53862,-0.85267824,-5.201116,-9.312042,1.7116246,-9.345996,-4.07167,-5.0207696,-5.9306307,0.11366221668956043,0.05038671,1641.1575561514317,1580.4464146674145,0
-335.23013,86.50991,-13.745597,27.197386,-5.5284247,-10.119666,-10.58987,-13.694937,-10.035932,-13.469479,-8.151454,-4.07529,-6.7546077,-0.62329066,-8.098051,-5.927442,-3.9661763,-6.939628,-4.8833537,-3.6878967,0.12581881009615384,0.03805436,1668.7161731101844,1556.7387147287484,0
-327.6263,83.30713,-25.13955,6.9411564,-11.293526,-13.697408,-18.250114,-11.527523,-8.086918,-16.755722,-5.1703134,-11.603225,-3.632588,-0.9058935,-11.428216,2.457903,-7.2478333,-6.597858,-5.1033,-8.178929,0.11863246461513995,0.035849504,1613.46464350552,1503.8832287984408,0
-318.5635,72.35111,-12.6266575,11.684262,-20.491749,-5.8882904,-20.742834,-12.215176,-11.638105,-10.0914,-12.04284,-6.885804,-4.355791,-6.3901143,-8.580768,-3.81042,-7.151114,-5.7165337,-2.7143059,-6.189565,0.1739183247383005,0.03200547,2058.1126838181476,1653.0719411418236,0
-259.1031,80.428345,-8.711567,15.619776,-14.073032,-0.58139855,-20.282969,-2.9471684,-6.841083,-13.9977045,-2.1422865,-9.673221,2.8625891,-9.086306,-7.4622025,-4.6993556,-5.5439863,-8.921007,-3.4732215,-4.5946264,0.12920341664309956,0.06490899,1840.2671738617591,1531.3915126430907,0
-304.47668,76.60187,4.6380806,5.915627,-0.5233373,-0.23022227,-13.109206,-1.3492011,-9.5464,2.252183,-2.6748421,-7.5863414,-3.6743507,-2.02054,-7.615497,-3.7333822,-1.1469821,-4.7199497,-4.7485595,-1.9145437,0.1536988811728395,0.032518853,2022.9863106742548,1760.6345766277032,0
-320.80096,93.27157,-12.795311,18.391642,-19.233185,-7.417417,-7.997311,-15.716469,-9.889226,-14.671612,-5.38612,-5.1857514,-6.107616,-3.398091,-8.174935,-2.4786248,-5.0961456,-4.4876976,-4.483461,-6.418028,0.15504324776785713,0.03646479,1767.6930192451252,1460.3389512321457,0
-269.75195,79.41633,-7.6943808,12.532995,-11.72713,-1.7009673,-12.7195635,-4.4599614,-3.7881675,-12.026113,-1.6826496,-7.6931844,2.2325957,-7.1197596,-8.328585,-3.8449187,-6.1243377,-7.863771,-4.3137617,-4.665721,0.15124885750348188,0.06591652,1940.950256424804,1592.2916589093215,0
-321.87222,72.97595,-17.131369,9.210914,-27.058973,-6.2173758,-20.049677,-16.943754,-13.980755,-10.071202,-8.40644,-10.042572,-5.795868,-6.0719476,-10.4149275,-5.7349753,-8.748111,-3.8217192,-4.463067,-6.0823307,0.11063650849858357,0.043939695,1699.6877921660382,1571.959463024097,0
-290.4348,72.250244,-22.111132,17.239449,-23.766016,-10.926079,-17.942867,-2.0404277,-12.85822,-9.7223,-8.794428,-10.726161,-3.0076926,-5.883407,-4.8622994,-4.2237825,-3.4799333,-4.115446,-0.66478616,-5.2678413,0.16064748158987915,0.03948509,2002.302236983613,1611.5364243812926,0
-290.4348,72.250244,-22.111132,17.239449,-23.766016,-10.926079,-17.942867,-2.0404277,-12.85822,-9.7223,-8.794428,-10.726161,-3.0076926,-5.883407,-4.8622994,-4.2237825,-3.4799333,-4.115446,-0.66478616,-5.2678413,0.16064748158987915,0.03948509,2002.302236983613,1611.5364243812926,0
-298.10107,89.65026,-9.542979,25.137094,-1.6053015,-1.6555322,-10.185847,-14.639279,-5.7123685,-8.849264,-9.043574,-6.225357,-4.3640604,-1.3803174,-2.2836466,-3.0040073,-3.9259372,1.1298432,-7.157786,-4.83003,0.1611303464330808,0.032643948,1844.0361775712736,1558.8666374276957,0
-292.05682,80.04304,-12.343488,18.226746,-7.010771,-14.601139,-11.702178,-12.689526,-8.474567,-19.21355,-0.8027164,-15.715964,-1.7763865,-4.899645,-9.643916,1.7459426,-9.21553,-3.278121,-4.9587474,-4.981288,0.11360186841114457,0.054530907,1649.182353246739,1606.8471494337477,0
-290.41544,85.80526,-1.5465037,19.346272,-1.1311532,-2.1934633,-10.147407,-14.242414,-6.9464483,-7.395447,-6.0342894,-5.063506,-4.846924,-0.34266794,-2.448826,-3.8463786,-5.490646,-0.6857044,-7.3608475,-2.5848448,0.17177993639380532,0.0348962,1930.466005386655,1644.447980963145,0
-348.28787,97.55968,-16.848818,20.600908,-12.322293,-9.519077,-8.738712,-13.080422,-10.2499695,-12.287052,-3.6477313,-4.3537045,-5.317521,0.20416895,-6.8975444,-5.8645196,-3.1629498,-4.4641323,-5.0565996,-4.798746,0.12068342962184873,0.0353117,1597.4158750521267,1438.0931270818448,0
-333.42896,73.352554,-19.383232,7.7973495,-11.587076,-13.627992,-14.584894,-8.321943,-7.468226,-13.499606,-6.7008934,-6.7280197,-2.7035425,-2.7606676,-6.557538,0.1560607,-6.656866,-5.372014,-4.2701893,-8.444354,0.16035095404984423,0.028762674,1906.0696578223437,1576.3343315784573,0
-293.4617,92.110214,-4.0445657,19.271872,-3.2337725,0.6060986,-7.2761955,-13.608843,-8.823138,-5.722777,-3.031094,-4.6483364,-4.7119412,-1.3429184,-2.7835488,-3.6128864,-6.0996604,-0.61493105,-8.140764,-3.394444,0.15032976274787535,0.034278013,1789.9511233631654,1556.7210341309046,0
-286.79935,98.80303,-13.30638,9.156251,-11.267422,-5.2838097,-18.29032,-11.846863,-10.471528,-11.540379,-4.321318,-12.430238,1.5269026,-4.3350053,-5.314596,-4.539357,-4.277028,-5.6948237,-6.727121,-4.113307,0.1489602793817935,0.03494723,1718.7329238449188,1536.4328577479844,0
-296.02148,94.774025,-7.642852,37.603867,-1.6234765,-2.0657547,-9.052361,-12.640333,6.923974,-7.4339166,-8.604185,1.6683784,-9.286226,0.89428085,-2.413813,-3.307059,-3.85881,-3.8053172,-4.4282994,-4.1170716,0.1256297041730183,0.029765954,1743.4073590993542,1606.5308642089044,0
-297.31488,69.65964,-29.64326,13.272843,-26.66179,-9.501793,-17.943043,-15.645814,-7.2722955,-14.155598,-3.6614895,-9.134855,1.9786948,-8.491319,-3.6450799,-4.4720697,-5.9254203,-4.3922157,-5.724046,-3.8322291,0.16759727328431373,0.03800238,1969.9618741130503,1579.6018927807522,0
-267.29645,73.727455,-12.604898,14.858206,-10.107579,-15.250088,-7.3331504,-11.956414,-5.888272,-10.809591,-8.025466,-13.469962,-4.871752,-7.4369636,-10.93521,-4.742212,-11.384411,-4.4366035,-3.815934,-4.1974545,0.15353746916118421,0.047000624,1997.590172915035,1683.0284426210192,0
-291.7888,92.15581,-6.39605,38.110462,-5.8479323,-1.2654635,-7.172162,-13.082974,6.9277034,-5.049542,-7.1209717,1.0124383,-9.289377,3.0773256,-5.148058,-5.2823696,-4.93985,-2.882575,-5.9477477,-4.5930204,0.13024769658627716,0.029718315,1729.9211494238164,1599.3280450159386,0
-326.26346,73.37118,-15.450643,12.634496,-25.163279,-8.531447,-19.072495,-14.6279125,-15.099306,-10.195186,-9.110441,-10.784149,-5.682005,-5.935743,-10.894571,-5.811609,-8.590054,-3.9238517,-4.9880157,-6.0515366,0.11176704448428962,0.04443768,1695.3129440513096,1566.3795159260826,0
